year, month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct, weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted, arr_delay, carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2017,12,WN,Southwest Airlines Co.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2529,642,207.54,2.45,148.81,0.94,282.26,24,3,27346,9295,100,4344,15,13592
2017,12,WN,Southwest Airlines Co.,SFO,"San Francisco, CA: San Francisco International",1302,688,96.91,50.84,278.05,0,262.2,82,3,56201,6292,4771,22210,0,22928
2017,12,WN,Southwest Airlines Co.,DEN,"Denver, CO: Denver International",4870,1052,328.84,46.41,143.27,4.46,529.02,9,2,50443,15160,2483,5671,138,26991
2017,12,WN,Southwest Airlines Co.,LAS,"Las Vegas, NV: McCarran International",6215,1862,439.7,73.04,408.62,4.54,936.1,82,16,108051,23357,8199,26076,122,50297
2017,12,WN,Southwest Airlines Co.,CLT,"Charlotte, NC: Charlotte Douglas International",153,49,18.13,0.21,10.26,0,20.41,0,0,1854,647,20,349,0,838
2018,1,WN,Southwest Airlines Co.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",3672,706,212.88,13.02,208.81,1.97,269.32,67,12,33100,10075,978,7172,55,14820
2018,1,WN,Southwest Airlines Co.,CLT,"Charlotte, NC: Charlotte Douglas International",148,38,18.85,0.03,6.73,0,12.39,1,0,1638,697,2,297,0,642
2018,1,WN,Southwest Airlines Co.,DEN,"Denver, CO: Denver International",4643,858,261.36,23.92,199.58,1.47,371.66,25,10,42911,14340,1222,6834,50,20465
2018,1,WN,Southwest Airlines Co.,LAS,"Las Vegas, NV: McCarran International",5982,978,236.71,31.16,176.47,1.52,532.14,41,5,47677,10858,2171,8253,48,26347
2018,1,WN,Southwest Airlines Co.,LAX,"Los Angeles, CA: Los Angeles International",3289,594,178.84,4.63,107.11,0.14,303.27,63,2,27442,8231,188,3159,23,15841
2018,1,WN,Southwest Airlines Co.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",4783,855,258.44,33.9,181.1,3.5,378.05,25,1,43765,13182,3082,8623,102,18776
2018,1,WN,Southwest Airlines Co.,SFO,"San Francisco, CA: San Francisco International",1245,288,64.89,14.84,83.29,0,124.98,45,4,16458,3263,1258,4987,0,6950
2018,2,WN,Southwest Airlines Co.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",3312,497,158.21,6.23,114.27,0.25,218.05,151,3,22130,7790,544,3565,4,10227
2018,2,WN,Southwest Airlines Co.,CLT,"Charlotte, NC: Charlotte Douglas International",132,19,7.3,0,4.68,0,7.02,13,1,798,270,0,190,0,338
2018,2,WN,Southwest Airlines Co.,DEN,"Denver, CO: Denver International",4202,759,216.31,46.4,207.58,0,288.7,97,13,38364,11426,2460,8012,0,16466
2018,2,WN,Southwest Airlines Co.,LAS,"Las Vegas, NV: McCarran International",5375,933,219.52,23.26,223.08,1.37,465.77,73,2,46838,11622,2232,9798,32,23154
2018,2,WN,Southwest Airlines Co.,LAX,"Los Angeles, CA: Los Angeles International",2959,626,162.94,16.08,179.29,0.52,267.18,87,5,27942,7087,1047,6237,12,13559
2018,2,WN,Southwest Airlines Co.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",4299,749,217.2,26.04,150.87,0,354.89,52,5,37887,10491,3254,6289,0,17853
2018,2,WN,Southwest Airlines Co.,SFO,"San Francisco, CA: San Francisco International",1114,293,66.6,19.35,85.59,0,121.46,59,0,18898,3988,1887,5572,0,7451
2018,3,WN,Southwest Airlines Co.,LAS,"Las Vegas, NV: McCarran International",6379,1042,263.36,31.25,228.96,1.47,516.97,47,5,52512,12623,3072,9823,29,26965
2018,3,WN,Southwest Airlines Co.,LAX,"Los Angeles, CA: Los Angeles International",3350,878,179.7,12.49,361.37,0.29,324.16,55,5,41972,9046,486,14596,11,17833
2018,3,WN,Southwest Airlines Co.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",5347,914,269.68,14.85,166.33,2.22,460.92,38,7,43601,13901,1111,5128,259,23202
2018,3,WN,Southwest Airlines Co.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",3672,659,211.62,4.36,162.12,0.87,280.02,69,4,31320,12177,250,4526,26,14341
2018,3,WN,Southwest Airlines Co.,CLT,"Charlotte, NC: Charlotte Douglas International",153,32,13.11,0,5.74,0,13.15,5,0,1154,370,0,348,0,436
2018,3,WN,Southwest Airlines Co.,DEN,"Denver, CO: Denver International",5121,727,213.17,10.02,140.59,2.22,361.01,36,5,35984,11116,899,4771,45,19153
2018,3,WN,Southwest Airlines Co.,SFO,"San Francisco, CA: San Francisco International",1338,312,85.72,9.92,81.36,0.15,134.85,36,2,16820,4746,531,3820,5,7718
2018,4,WN,Southwest Airlines Co.,CLT,"Charlotte, NC: Charlotte Douglas International",147,34,15,1.71,8.72,0,8.57,1,0,1915,658,177,472,0,608
2018,4,WN,Southwest Airlines Co.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",3555,606,152.3,26.57,190.42,0.36,236.35,15,6,27448,6420,2398,6795,8,11827
2018,4,WN,Southwest Airlines Co.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",5075,979,241,14.75,214.23,1.71,507.31,22,3,42464,10795,706,6191,87,24685
2018,4,WN,Southwest Airlines Co.,SFO,"San Francisco, CA: San Francisco International",1324,279,68.99,7.92,85.42,0,116.67,33,1,15347,4302,325,4387,0,6333
2018,4,WN,Southwest Airlines Co.,DEN,"Denver, CO: Denver International",5006,742,224.22,35.47,159.12,1,322.19,26,28,33399,11110,1556,5263,27,15443
2018,4,WN,Southwest Airlines Co.,LAS,"Las Vegas, NV: McCarran International",6300,1073,261.2,15.24,249.99,0,546.57,20,4,52438,15135,842,8591,0,27870
2018,4,WN,Southwest Airlines Co.,LAX,"Los Angeles, CA: Los Angeles International",3356,826,204.27,10.9,268.06,0,342.77,32,2,37689,10328,739,8667,0,17955
2018,5,WN,Southwest Airlines Co.,LAS,"Las Vegas, NV: McCarran International",6465,1116,277.62,23.15,180.43,1.52,633.29,31,1,55411,13963,1446,6135,68,33799
2018,5,WN,Southwest Airlines Co.,LAX,"Los Angeles, CA: Los Angeles International",3443,915,284.89,15.59,242.03,1.3,371.19,38,1,42197,13100,1232,7993,26,19846
2018,5,WN,Southwest Airlines Co.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",3636,650,182.82,56.17,147.47,2.5,261.04,26,20,37711,9447,5326,7258,61,15619
2018,5,WN,Southwest Airlines Co.,CLT,"Charlotte, NC: Charlotte Douglas International",149,45,17.17,0,8.17,0,19.66,0,0,1596,465,0,223,0,908
2018,5,WN,Southwest Airlines Co.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",5029,985,282.9,16.38,144.62,0.36,540.74,37,2,49958,13748,1144,5051,20,29995
2018,5,WN,Southwest Airlines Co.,DEN,"Denver, CO: Denver International",5123,882,249.83,41.27,199.45,0.73,390.73,19,21,45072,13315,3006,7128,19,21604
2018,5,WN,Southwest Airlines Co.,SFO,"San Francisco, CA: San Francisco International",1339,470,95.11,25.61,187.67,0,161.61,39,0,23577,5246,1127,8323,0,8881
2018,6,WN,Southwest Airlines Co.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",3613,862,250.68,48.46,200.19,1.94,360.73,66,23,52419,15398,4158,8961,97,23805
2018,6,WN,Southwest Airlines Co.,CLT,"Charlotte, NC: Charlotte Douglas International",166,72,30.95,2.35,13.51,0.27,24.92,4,0,4716,1931,282,502,6,1995
2018,6,WN,Southwest Airlines Co.,DEN,"Denver, CO: Denver International",5344,1287,337.38,99.51,281.17,2.97,565.97,35,68,75409,20545,8352,12539,181,33792
2018,6,WN,Southwest Airlines Co.,LAS,"Las Vegas, NV: McCarran International",6434,1300,344.6,27.72,155.04,0.53,772.12,40,7,69939,19712,2289,5290,53,42595
2018,6,WN,Southwest Airlines Co.,LAX,"Los Angeles, CA: Los Angeles International",3576,1036,310.33,15.09,249.74,1,459.84,117,3,55579,18050,1389,8888,15,27237
2018,6,WN,Southwest Airlines Co.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",5035,1211,360.74,29.53,125.27,1.43,694.02,50,8,62575,17825,1974,4131,28,38617
2018,6,WN,Southwest Airlines Co.,SFO,"San Francisco, CA: San Francisco International",1344,375,114.99,12.87,76.01,0.75,170.38,54,2,21600,6839,686,2968,12,11095
2018,7,WN,Southwest Airlines Co.,DEN,"Denver, CO: Denver International",5545,1231,341.39,46.46,210.76,0.96,631.43,13,40,67609,19292,2792,7994,25,37506
2018,7,WN,Southwest Airlines Co.,LAS,"Las Vegas, NV: McCarran International",6600,1464,404.39,40.54,200.94,0.6,817.54,25,23,77560,21170,2908,9118,15,44349
2018,7,WN,Southwest Airlines Co.,LAX,"Los Angeles, CA: Los Angeles International",3706,1424,296.83,38.97,572.66,0,515.54,130,7,80570,17589,3045,26656,0,33280
2018,7,WN,Southwest Airlines Co.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",3713,847,243.93,44.81,190.48,1.56,366.22,11,34,52011,15542,3778,8889,47,23755
2018,7,WN,Southwest Airlines Co.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",5125,1322,356.65,16.85,171.89,3.27,773.35,24,5,72153,19320,1254,6521,69,44989
2018,7,WN,Southwest Airlines Co.,SFO,"San Francisco, CA: San Francisco International",1371,483,124.1,13.14,125.28,0,220.48,46,1,26941,7157,961,6090,0,12733
2018,7,WN,Southwest Airlines Co.,CLT,"Charlotte, NC: Charlotte Douglas International",178,68,33.42,1.35,12.07,0,21.16,3,1,3455,1709,59,505,0,1182
2018,8,WN,Southwest Airlines Co.,DEN,"Denver, CO: Denver International",5393,953,296.56,32.22,194.4,2.15,427.67,10,35,52560,17288,2206,7167,40,25859
2018,8,WN,Southwest Airlines Co.,LAS,"Las Vegas, NV: McCarran International",6498,1038,256.38,41.1,227.17,3.88,509.46,37,49,58987,13589,4590,11713,121,28974
2018,8,WN,Southwest Airlines Co.,LAX,"Los Angeles, CA: Los Angeles International",3554,903,227.51,12.13,340.32,1.45,321.59,110,5,46073,12740,1195,12907,28,19203
2018,8,WN,Southwest Airlines Co.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",3717,704,197.78,45.7,190.27,0,270.25,30,23,40389,11095,4166,8318,0,16810
2018,8,WN,Southwest Airlines Co.,CLT,"Charlotte, NC: Charlotte Douglas International",180,50,15.19,0.78,11.16,0,22.87,3,1,2772,834,80,412,0,1446
2018,8,WN,Southwest Airlines Co.,SFO,"San Francisco, CA: San Francisco International",1350,347,83.09,13.37,111.36,0,139.18,43,0,18643,5160,665,4655,0,8163
2018,8,WN,Southwest Airlines Co.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",4923,876,227.24,39.71,158.09,1.8,449.16,33,33,46071,10526,3240,6271,83,25951
2017,1,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",17071,4024,1005.96,193.33,1396.88,0,1427.84,1201,14,325690,110997,22972,87901,0,103820
2017,1,DL,Delta Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",1696,363,131.09,72.32,93.68,0,65.9,21,0,25688,8476,8552,3749,0,4911
2017,1,DL,Delta Air Lines Inc.,MIA,"Miami, FL: Miami International",723,214,67.63,29.38,68.36,0,48.64,42,0,15666,4538,4250,2995,0,3883
2017,1,DL,Delta Air Lines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",171,45,23.02,5.68,3.4,0,12.89,17,0,3154,1430,597,154,0,973
2017,1,DL,Delta Air Lines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",394,94,34.19,15.98,10.06,0,33.77,22,0,6032,2121,1513,447,0,1951
2017,1,DL,Delta Air Lines Inc.,DEN,"Denver, CO: Denver International",549,176,57.75,15.42,56.12,0,46.71,14,2,10709,4056,1281,2653,0,2719
2017,1,DL,Delta Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",626,149,43.35,32.77,44.51,0,28.37,18,1,10187,2817,3808,2021,0,1541
2017,1,DL,Delta Air Lines Inc.,LAS,"Las Vegas, NV: McCarran International",980,236,88.02,34.88,62.12,0,50.98,14,0,14524,5587,3794,2264,0,2879
2017,1,DL,Delta Air Lines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",395,119,48.06,11.09,28.05,0,31.8,22,0,7578,3532,947,1072,0,2027
2017,1,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",1637,411,117.63,27.13,165.08,0,101.16,96,24,39000,11001,7169,11161,0,9669
2017,1,DL,Delta Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",462,146,43.38,16.16,58.96,0,27.5,31,0,10237,2777,1737,3600,0,2123
2017,1,DL,Delta Air Lines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",584,133,50.54,24.12,29.21,0,29.14,12,0,9541,3608,2972,1108,0,1853
2017,2,DL,Delta Air Lines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",368,73,27.92,1,23.16,0,20.92,24,0,2920,1335,17,701,0,867
2017,2,DL,Delta Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",1489,337,106.39,23.57,161.1,0,45.93,25,1,17833,5931,3769,5359,0,2774
2017,2,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",15689,2435,611.4,120.36,890.18,0.74,812.33,1074,13,147169,60608,12742,29819,42,43958
2017,2,DL,Delta Air Lines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",545,99,41.49,8.59,34.09,0,14.83,11,0,5375,2585,776,1265,0,749
2017,2,DL,Delta Air Lines Inc.,LAS,"Las Vegas, NV: McCarran International",824,198,53.88,19.66,96.06,0,28.4,15,1,10250,2965,1620,4090,0,1575
2017,2,DL,Delta Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",544,192,39.47,9.96,127.9,0,14.67,16,1,11601,2869,1148,6793,0,791
2017,2,DL,Delta Air Lines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",391,48,17.97,3.69,12.89,0,13.45,17,0,2331,780,394,509,0,648
2017,2,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",1481,299,76.19,13.25,121.94,0,87.63,68,11,24367,6661,4255,6730,0,6721
2017,2,DL,Delta Air Lines Inc.,MIA,"Miami, FL: Miami International",669,144,56.41,10.48,52.68,0,24.43,33,0,8452,2923,1340,2633,0,1556
2017,2,DL,Delta Air Lines Inc.,DEN,"Denver, CO: Denver International",469,111,40.72,7.05,46.11,1,16.12,13,0,6519,1883,1865,1773,25,973
2017,2,DL,Delta Air Lines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",183,19,8.6,1,4.02,0,5.38,11,0,1053,684,23,105,0,241
2017,2,DL,Delta Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",395,99,37.59,2.06,41.76,0,17.6,15,0,5479,2557,110,2112,0,700
2017,3,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",18916,2941,719.28,69.85,1091.72,1,1059.15,53,6,164387,65216,10068,34694,58,54351
2017,3,DL,Delta Air Lines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",486,80,37.96,1.18,22.87,0,17.99,0,0,2714,1379,20,763,0,552
2017,3,DL,Delta Air Lines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",471,76,26.84,1.95,24.91,0,22.3,0,0,3136,1272,162,781,0,921
2017,3,DL,Delta Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",655,140,45.8,3.26,73.75,0,17.18,0,0,6505,2273,210,3014,0,1008
2017,3,DL,Delta Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",1764,306,106.13,6.27,149.69,0,43.9,1,4,13262,5578,929,4253,0,2502
2017,3,DL,Delta Air Lines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",720,97,43.88,4.59,35.11,0,13.42,0,0,4205,2361,230,1083,0,531
2017,3,DL,Delta Air Lines Inc.,MIA,"Miami, FL: Miami International",805,127,52.91,0.68,49.18,0,24.23,0,4,6385,2845,35,2256,0,1249
2017,3,DL,Delta Air Lines Inc.,LAS,"Las Vegas, NV: McCarran International",1088,174,65.32,2.98,71.6,0,34.09,1,0,6906,3008,79,2070,0,1749
2017,3,DL,Delta Air Lines Inc.,DEN,"Denver, CO: Denver International",621,111,44.42,3.3,31.79,0,31.48,0,0,5704,2955,180,1237,0,1332
2017,3,DL,Delta Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",521,106,42.74,3.41,35.07,0,24.78,1,1,5707,2382,68,2067,0,1190
2017,3,DL,Delta Air Lines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",220,45,22.63,0.47,7.66,0,14.24,0,0,1668,853,8,291,0,516
2017,3,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",1837,206,59.03,2.77,94.94,0,49.26,0,1,12936,5732,183,4358,0,2663
2017,4,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",18711,2803,599.87,69.06,1069.84,0,1064.23,17,8,154854,56960,6471,34632,0,56791
2017,4,DL,Delta Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",1796,338,92.12,10.03,167.94,0,67.9,1,6,15308,5103,580,5579,0,4046
2017,4,DL,Delta Air Lines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",527,87,32.93,4.81,29.23,0,20.02,0,0,4667,2451,353,948,0,915
2017,4,DL,Delta Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",660,135,47.25,2.86,64.27,0,20.62,0,1,7500,3698,126,2780,0,896
2017,4,DL,Delta Air Lines Inc.,DEN,"Denver, CO: Denver International",579,78,36.71,4.35,20.08,0,16.86,0,2,4421,1948,1031,656,0,786
2017,4,DL,Delta Air Lines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",468,77,27.25,2.75,32.6,0,14.4,0,3,2930,1347,120,957,0,506
2017,4,DL,Delta Air Lines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",654,75,20.79,4.11,31.96,0,18.14,0,0,3412,1192,164,1013,0,1043
2017,4,DL,Delta Air Lines Inc.,LAS,"Las Vegas, NV: McCarran International",942,140,40.81,8.28,68.44,0,22.47,0,5,6633,2246,867,2264,0,1256
2017,4,DL,Delta Air Lines Inc.,MIA,"Miami, FL: Miami International",739,123,58.12,1.53,40.93,0,22.42,0,0,6151,3335,54,1400,0,1362
2017,4,DL,Delta Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",489,106,28.31,3,62.7,0,12,0,0,5028,1158,135,3311,0,424
2017,4,DL,Delta Air Lines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",294,50,21.08,3,11.54,0,14.38,0,0,1919,912,121,375,0,511
2017,4,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",1853,360,81.82,2.97,213.52,0,61.69,2,12,17241,4901,206,8247,0,3887
2017,5,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",19509,2825,737.28,74.19,977.04,0.86,1035.64,19,16,174548,71607,6160,37581,49,59151
2017,5,DL,Delta Air Lines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",527,82,28.01,5.52,26.57,1,20.91,0,1,3637,1140,327,973,191,1006
2017,5,DL,Delta Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",1853,285,83.36,10.09,138.07,0,53.48,3,1,15195,6795,467,4330,0,3603
2017,5,DL,Delta Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",718,116,24.74,5.93,64,0,21.34,0,0,6446,1903,499,2790,0,1254
2017,5,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",1956,434,94.51,8.75,236.44,0,94.3,1,20,26151,5720,861,12886,0,6684
2017,5,DL,Delta Air Lines Inc.,LAS,"Las Vegas, NV: McCarran International",980,143,48.7,7.2,54.64,0,32.46,0,1,6573,2596,361,1850,0,1766
2017,5,DL,Delta Air Lines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",597,65,24.21,2.96,24.79,0.92,12.12,1,1,3737,1791,173,873,34,866
2017,5,DL,Delta Air Lines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",506,67,26.7,2.71,29.37,0,8.22,1,6,4976,1135,238,3106,0,497
2017,5,DL,Delta Air Lines Inc.,MIA,"Miami, FL: Miami International",718,124,45.4,2.21,47.06,0,29.33,2,5,6108,2348,129,1897,0,1734
2017,5,DL,Delta Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",498,123,33.69,4.08,70.69,0,14.53,0,2,7305,1874,431,4325,0,675
2017,5,DL,Delta Air Lines Inc.,DEN,"Denver, CO: Denver International",585,111,34.23,3.05,55.91,0,17.82,0,2,6024,2186,474,2343,0,1021
2017,5,DL,Delta Air Lines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",301,58,29.04,2.41,20.03,0,6.53,0,2,2810,1423,102,1049,0,236
2017,6,DL,Delta Air Lines Inc.,LAS,"Las Vegas, NV: McCarran International",927,182,66.14,11.09,67.07,0,37.69,0,0,9298,4619,565,2090,0,2024
2017,6,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",19163,3410,788.47,121.42,1258.28,0,1241.83,5,76,207049,67645,10192,55810,0,73402
2017,6,DL,Delta Air Lines Inc.,MIA,"Miami, FL: Miami International",705,106,29.85,3.66,41.3,0,31.18,0,10,4975,1517,190,1577,0,1691
2017,6,DL,Delta Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",1901,375,130.54,12.1,175.35,0,57.01,0,1,17627,7917,631,5623,0,3456
2017,6,DL,Delta Air Lines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",316,80,28.05,3.73,37.99,0,10.23,0,1,4543,1428,206,2340,0,569
2017,6,DL,Delta Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",818,179,59.76,8.74,87.6,0,22.89,0,1,10542,3758,619,4801,0,1364
2017,6,DL,Delta Air Lines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",499,98,36.39,5.13,36.09,0,20.39,0,1,4991,1913,244,1546,0,1288
2017,6,DL,Delta Air Lines Inc.,DEN,"Denver, CO: Denver International",585,145,38.8,7.06,67.02,0,32.13,0,3,7804,2096,514,3164,0,2030
2017,6,DL,Delta Air Lines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",592,123,56.56,4.02,35.98,0,26.44,0,1,5764,2932,172,1101,0,1559
2017,6,DL,Delta Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",556,176,41.2,5.7,104.71,0,24.39,0,5,12133,2549,488,7321,0,1775
2017,6,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",1985,531,112.89,12.32,320.84,0.87,84.08,1,4,29193,7726,706,13960,46,6755
2017,6,DL,Delta Air Lines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",529,138,52.86,9.19,37.85,0,38.1,0,1,7248,3113,620,1868,0,1647
2017,7,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",19956,2329,694.17,117.53,748.41,0.86,768.03,35,51,154344,62721,10220,32227,43,49133
2017,7,DL,Delta Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",1979,268,104.25,16.56,85.21,0,61.97,2,3,16418,6583,1429,3216,0,5190
2017,7,DL,Delta Air Lines Inc.,DEN,"Denver, CO: Denver International",615,121,37.91,9.51,56.11,0,17.47,0,3,7047,2640,859,2566,0,982
2017,7,DL,Delta Air Lines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",526,82,40.52,2,25.84,0,13.64,0,3,4768,2519,133,1471,0,645
2017,7,DL,Delta Air Lines Inc.,LAS,"Las Vegas, NV: McCarran International",964,139,52.11,15.24,46.92,0,24.73,0,0,6759,2655,1220,1622,0,1262
2017,7,DL,Delta Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",569,83,34.79,3.69,33.58,0,10.94,0,0,3673,1784,171,1304,0,414
2017,7,DL,Delta Air Lines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",602,76,39.31,2.1,22.75,0,11.85,2,4,4288,2394,200,756,0,938
2017,7,DL,Delta Air Lines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",347,40,18.51,1.39,14.23,0,5.88,1,4,1922,1148,47,512,0,215
2017,7,DL,Delta Air Lines Inc.,MIA,"Miami, FL: Miami International",724,151,38.03,3.16,86.54,0,23.27,2,10,7557,2047,515,2864,0,2131
2017,7,DL,Delta Air Lines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",505,72,28.96,6.08,20.31,0,16.65,0,1,3594,1419,346,1133,0,696
2017,7,DL,Delta Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",894,124,46.1,6.01,59.84,0,12.06,1,1,7218,3050,679,2684,0,805
2017,7,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",2105,552,118.14,13.38,311.7,1,107.78,13,31,39539,10385,1763,19995,28,7368
2017,8,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20032,2772,745.5,88.42,1043.83,1.39,892.86,143,89,211296,73422,8543,67495,64,61772
2017,8,DL,Delta Air Lines Inc.,MIA,"Miami, FL: Miami International",727,111,37.96,4.63,47.89,0,20.52,5,3,6388,2537,407,2058,0,1386
2017,8,DL,Delta Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2033,323,115.07,19.9,135.04,0,52.99,2,3,17988,7523,2634,3982,0,3849
2017,8,DL,Delta Air Lines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",327,64,20.19,8.13,24.59,0,11.09,1,1,3590,1025,626,923,0,1016
2017,8,DL,Delta Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",901,102,34.84,8.07,39.66,0.32,19.1,1,1,5969,2711,651,1296,31,1280
2017,8,DL,Delta Air Lines Inc.,LAS,"Las Vegas, NV: McCarran International",1019,141,54.6,9,49.36,0,28.04,0,2,6916,2987,718,1648,0,1563
2017,8,DL,Delta Air Lines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",506,74,31.32,6.65,25.32,0,10.71,2,5,4230,2050,387,969,0,824
2017,8,DL,Delta Air Lines Inc.,DEN,"Denver, CO: Denver International",615,108,44.23,6.18,38.23,0,19.36,1,3,6685,2344,1147,1632,0,1562
2017,8,DL,Delta Air Lines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",594,85,39.62,4.85,25.25,0,15.28,1,3,4060,1960,577,828,0,695
2017,8,DL,Delta Air Lines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",509,68,29.6,6.02,21.13,0,11.25,2,0,3470,1384,386,701,0,999
2017,8,DL,Delta Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",579,180,37.48,6.72,122.34,0,13.46,1,2,12509,2334,621,8482,0,1072
2017,8,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",2090,436,97.48,11.92,242.49,0,84.11,3,2,21433,7036,993,8603,0,4801
2017,9,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",19254,3270,611.76,66.52,1573.14,0.41,1018.17,31,42,172230,53942,3733,60052,98,54405
