year, month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct, weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted, arr_delay, carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2017,9,DL,Delta Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",598,153,26.04,6.69,99.42,0,20.85,17,2,9585,1497,374,6590,0,1124
2017,9,DL,Delta Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",1896,211,73.43,5.57,104.27,0,27.73,1,0,10874,5638,301,3393,0,1542
2017,9,DL,Delta Air Lines Inc.,MIA,"Miami, FL: Miami International",657,94,38.54,4.59,30.43,0,20.45,0,0,4589,2097,260,1104,0,1128
2017,9,DL,Delta Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",760,124,29.46,2.15,80.33,0.99,11.07,0,1,5037,1773,142,2499,222,401
2017,9,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",1992,341,75.32,5.27,211.11,0,49.3,2,2,16507,5688,325,7382,0,3112
2017,9,DL,Delta Air Lines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",212,44,14.57,1.45,18.75,0,9.23,0,2,2014,516,57,1082,0,359
2017,9,DL,Delta Air Lines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",487,81,23.92,3.54,34.22,0,19.32,0,0,3752,1085,194,1480,0,993
2017,9,DL,Delta Air Lines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",528,67,21.56,3.13,32.69,0,9.62,0,1,2623,1304,89,847,0,383
2017,9,DL,Delta Air Lines Inc.,LAS,"Las Vegas, NV: McCarran International",953,126,45.94,4.97,57.94,0,17.15,0,0,5531,2658,400,1611,0,862
2017,9,DL,Delta Air Lines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",458,71,23.49,5.48,25.13,0,16.9,0,0,2309,732,185,753,0,639
2017,9,DL,Delta Air Lines Inc.,DEN,"Denver, CO: Denver International",582,85,25.77,2.17,46.88,0,10.18,0,4,3574,1443,131,1604,0,396
2017,10,DL,Delta Air Lines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",505,69,23.4,1.45,31.39,0,12.75,0,3,4473,1099,115,2434,0,825
2017,10,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20283,2601,605.68,36.71,902.45,0,1056.16,5,9,143309,48762,3309,33138,0,58100
2017,10,DL,Delta Air Lines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",237,43,15.08,3.37,15.55,0,9,0,0,2112,633,161,900,0,418
2017,10,DL,Delta Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",802,142,32.97,7.03,89.01,0,12.99,0,1,6759,2035,419,3654,0,651
2017,10,DL,Delta Air Lines Inc.,LAS,"Las Vegas, NV: McCarran International",1046,118,41.99,4.65,52.13,0,19.24,0,2,5094,2102,285,1943,0,764
2017,10,DL,Delta Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",1978,191,76.06,4.6,74.43,0,35.91,2,5,9661,5119,217,2659,0,1666
2017,10,DL,Delta Air Lines Inc.,MIA,"Miami, FL: Miami International",700,89,39.17,3.84,25.1,0,20.89,0,1,3967,1899,289,814,0,965
2017,10,DL,Delta Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",613,200,27.17,6.08,140.92,0,25.83,1,1,9557,1182,399,6764,0,1212
2017,10,DL,Delta Air Lines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",589,70,27.36,1.1,31.28,0,10.25,0,0,2854,1368,44,1113,0,329
2017,10,DL,Delta Air Lines Inc.,DEN,"Denver, CO: Denver International",585,64,20.97,4.13,25.16,0,13.74,0,1,2278,808,153,870,0,447
2017,10,DL,Delta Air Lines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",507,81,21.89,0.89,40.9,0.96,16.37,0,1,3400,1044,52,1154,73,1077
2017,10,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",2144,455,76.02,5.21,288.71,0,85.07,1,6,22119,5413,866,10752,0,5088
2017,11,DL,Delta Air Lines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",556,85,29.23,4.37,33.06,0,18.35,0,0,3785,1407,385,1021,0,972
2017,11,DL,Delta Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",620,99,33.13,0.3,46.49,0,19.08,1,1,3845,1474,12,1492,0,867
2017,11,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",19241,1986,536.73,51.44,776.1,2.94,618.8,3,8,108557,48453,4609,23495,142,31858
2017,11,DL,Delta Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",1856,240,74.22,6.63,106.63,0,52.52,0,1,11862,4825,422,3802,0,2813
2017,11,DL,Delta Air Lines Inc.,DEN,"Denver, CO: Denver International",546,102,26.12,1.43,56.57,0,17.88,0,3,4737,1257,173,2132,0,1175
2017,11,DL,Delta Air Lines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",483,77,27.08,1.18,28.08,0,20.66,0,0,2953,1351,33,905,0,664
2017,11,DL,Delta Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",708,173,32.63,3.15,123.17,0,14.05,0,1,10282,1781,269,7028,0,1204
2017,11,DL,Delta Air Lines Inc.,MIA,"Miami, FL: Miami International",681,115,37.04,2.35,62.52,0,13.09,0,0,5072,2043,319,2156,0,554
2017,11,DL,Delta Air Lines Inc.,LAS,"Las Vegas, NV: McCarran International",847,108,24.48,3.93,51.73,0,27.86,0,0,4901,847,321,1743,0,1990
2017,11,DL,Delta Air Lines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",259,32,12.16,1.97,14.31,0,3.56,0,0,1151,435,173,430,0,113
2017,11,DL,Delta Air Lines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",445,47,16.69,0.92,24.44,0,4.95,0,2,1888,857,51,796,0,184
2017,11,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",2020,280,66.11,4.67,122.42,0,86.8,0,2,14676,4204,302,4923,0,5247
2017,12,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",18775,1574,519.55,45.28,492.78,0,516.39,5,14,95547,49917,3518,14951,0,27161
2017,12,DL,Delta Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",714,229,36.95,5.14,168.5,0,18.41,0,1,14195,2489,319,10211,0,1176
2017,12,DL,Delta Air Lines Inc.,DEN,"Denver, CO: Denver International",604,77,29.09,5.8,30.88,0,11.23,1,0,3291,1559,224,1008,0,500
2017,12,DL,Delta Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",1888,263,81.8,9.77,133.41,0,38.02,0,4,12789,5949,396,4089,0,2355
2017,12,DL,Delta Air Lines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",590,63,24.07,1.97,24.09,0,12.87,0,0,2675,1548,33,681,0,413
2017,12,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",2060,421,92.33,10.27,231.79,0,86.61,1,1,22229,8596,457,8257,0,4919
2017,12,DL,Delta Air Lines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",249,24,11.72,1.19,5.77,0,5.32,0,0,959,567,60,140,0,192
2017,12,DL,Delta Air Lines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",424,47,18.23,1.49,21.88,0,5.4,0,0,1788,933,87,582,0,186
2017,12,DL,Delta Air Lines Inc.,LAS,"Las Vegas, NV: McCarran International",824,92,21.33,3.03,59.16,0,8.48,0,1,5310,1298,162,3391,0,459
2017,12,DL,Delta Air Lines Inc.,MIA,"Miami, FL: Miami International",754,73,26.43,4.64,26.12,0,15.8,1,1,3809,1757,238,1042,0,772
2017,12,DL,Delta Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",593,49,25.71,3.93,14.22,0,5.15,0,1,1716,1152,104,348,0,112
2017,12,DL,Delta Air Lines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",449,37,20.04,2.53,11.3,0,3.13,0,0,1450,749,75,374,0,252
2018,1,DL,Delta Air Lines Inc.,MIA,"Miami, FL: Miami International",745,96,31.14,12.98,32.02,0,19.86,13,1,4967,1492,761,1599,0,1115
2018,1,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",18529,2033,590.49,99.56,781.59,1.64,559.72,99,14,129006,52021,9768,34586,262,32369
2018,1,DL,Delta Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",1797,178,71.12,21.91,54.08,1,29.89,13,4,11056,5351,1173,1527,241,2764
2018,1,DL,Delta Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",570,87,33.16,1.94,42.76,0,9.15,1,0,4306,1743,165,2033,0,365
2018,1,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",2077,454,86.07,13.75,237.21,0,116.97,94,2,28341,8367,901,10597,0,8476
2018,1,DL,Delta Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",622,88,26.43,7.55,44.04,0,9.97,6,2,4058,1024,409,1894,0,731
2018,1,DL,Delta Air Lines Inc.,DEN,"Denver, CO: Denver International",555,83,33.94,4.57,28.95,1,14.53,5,1,3906,1759,296,1058,26,767
2018,1,DL,Delta Air Lines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",407,47,26.85,1.87,7.64,0,10.65,0,0,2376,1566,97,283,0,430
2018,1,DL,Delta Air Lines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",224,23,6.68,2.34,7.54,0,6.43,0,0,1090,322,136,201,0,431
2018,1,DL,Delta Air Lines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",517,72,28.85,4.3,26.13,0,12.71,0,1,3029,1322,255,758,0,694
2018,1,DL,Delta Air Lines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",588,70,29.2,2.65,28.43,0,9.72,1,0,4645,1900,215,1861,0,669
2018,1,DL,Delta Air Lines Inc.,LAS,"Las Vegas, NV: McCarran International",836,89,39.32,11.02,23.34,0,15.31,6,0,4851,2331,865,873,0,782
2018,2,DL,Delta Air Lines Inc.,MIA,"Miami, FL: Miami International",691,170,62.93,12.54,50.3,0,44.22,24,1,11147,3832,1675,2147,0,3493
2018,2,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",17430,2708,753.07,240.79,805.85,0,908.3,517,8,198732,70427,31960,40553,0,55792
2018,2,DL,Delta Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",1633,298,102.75,40.75,101.74,1,51.77,17,6,16515,6755,2969,3471,23,3297
2018,2,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",1951,560,112.33,18.4,214.98,1,213.29,97,21,42699,9391,2749,11804,90,18665
2018,2,DL,Delta Air Lines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",200,32,12.3,3.35,6.79,0,9.56,1,0,1569,411,487,256,0,415
2018,2,DL,Delta Air Lines Inc.,LAS,"Las Vegas, NV: McCarran International",782,152,53.35,20.52,48.92,0,29.21,6,0,10245,4172,2047,1973,0,2053
2018,2,DL,Delta Air Lines Inc.,DEN,"Denver, CO: Denver International",520,112,42.47,7.47,36.84,0,25.22,11,0,5819,2123,915,1544,0,1237
2018,2,DL,Delta Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",556,133,34.3,18.52,68.07,0,12.11,8,1,8987,2204,1499,4700,0,584
2018,2,DL,Delta Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",522,124,27.34,14.62,69.5,0,12.54,8,2,7385,1767,941,4129,0,548
2018,2,DL,Delta Air Lines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",473,97,37.68,5.83,28.5,0,25,8,0,5513,2190,585,1027,0,1711
2018,2,DL,Delta Air Lines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",562,87,33.57,13.42,28.03,0,11.98,5,3,4662,1614,1055,989,0,1004
2018,2,DL,Delta Air Lines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",415,66,29.69,4.44,14.18,0,17.68,7,0,3576,1559,224,702,0,1091
2018,3,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20957,2599,790.4,100.93,766.67,1.86,939.14,73,12,162652,70976,13092,25964,80,52540
2018,3,DL,Delta Air Lines Inc.,LAS,"Las Vegas, NV: McCarran International",971,149,47.06,4.86,71.68,0,25.4,7,2,7897,2755,701,3317,0,1124
2018,3,DL,Delta Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2092,437,133.57,21.8,205.32,0,76.31,6,1,23582,8993,2419,7853,0,4317
2018,3,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",2360,643,118.88,13.32,325.45,0,185.35,88,24,53733,9940,3193,26709,0,13891
2018,3,DL,Delta Air Lines Inc.,MIA,"Miami, FL: Miami International",845,154,60.23,6.86,41.29,0,45.63,15,0,9591,3484,693,1878,0,3536
2018,3,DL,Delta Air Lines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",453,58,28.6,5.34,14.32,0,9.75,0,0,3092,1790,286,590,0,426
2018,3,DL,Delta Air Lines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",253,38,22.55,0,8.82,0,6.63,0,0,1776,1146,0,235,0,395
2018,3,DL,Delta Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",712,104,31.49,8.55,47.11,0,16.86,10,1,5699,1833,624,2043,0,1199
2018,3,DL,Delta Air Lines Inc.,DEN,"Denver, CO: Denver International",685,120,46.66,2.61,40.28,0,30.45,3,0,7206,2607,1211,1858,0,1530
2018,3,DL,Delta Air Lines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",734,103,32.19,2.46,54.4,0,13.95,3,0,5964,2174,526,2387,0,877
2018,3,DL,Delta Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",604,106,40.24,2.31,46.84,0,16.61,1,1,5484,2183,54,2627,0,620
2018,3,DL,Delta Air Lines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",566,67,22.18,0.57,25.61,0,18.64,0,1,3570,1605,21,792,0,1152
2018,4,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20225,2158,594.16,96.87,714.47,0.67,751.83,49,50,138617,52029,8369,33870,65,44284
2018,4,DL,Delta Air Lines Inc.,MIA,"Miami, FL: Miami International",810,100,35.9,4,34.6,0,25.49,5,0,6201,2295,370,1185,0,2351
2018,4,DL,Delta Air Lines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",286,38,16.99,1.29,9.11,0,10.61,0,2,2205,739,81,474,0,911
2018,4,DL,Delta Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",726,116,36.12,4.66,59.24,0,15.98,3,0,5153,1859,246,1965,0,1083
2018,4,DL,Delta Air Lines Inc.,DEN,"Denver, CO: Denver International",646,113,44.56,3.51,47.86,0,17.08,1,1,4651,2162,201,1543,0,745
2018,4,DL,Delta Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",1990,281,92.98,12.37,123.18,0,52.46,1,0,15307,6511,1873,3959,0,2964
2018,4,DL,Delta Air Lines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",578,86,28.33,5.54,32.17,0,19.96,0,1,4623,1541,463,1383,0,1236
2018,4,DL,Delta Air Lines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",653,95,27.25,5.32,45.31,0,17.12,1,0,3937,1509,202,1245,0,981
2018,4,DL,Delta Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",643,126,49.3,2.65,56.56,0.76,16.73,3,0,7834,2814,220,3685,44,1071
2018,4,DL,Delta Air Lines Inc.,LAS,"Las Vegas, NV: McCarran International",932,110,31.74,7.16,47.52,0,23.58,0,2,6853,3223,313,1947,0,1370
2018,4,DL,Delta Air Lines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",443,78,22.37,1.9,43.9,0,9.83,2,2,3501,951,281,1833,0,436
2018,4,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",2340,565,117.15,4.25,336.24,0,107.37,8,2,41980,10907,532,22503,0,8038
2018,5,DL,Delta Air Lines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",603,84,40.35,3.95,27.52,0,12.18,0,0,3875,1841,473,999,0,562
2018,5,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20888,2291,661.08,95.94,795.21,1,737.78,60,92,187126,71989,10767,50746,58,53566
2018,5,DL,Delta Air Lines Inc.,DEN,"Denver, CO: Denver International",648,102,30.42,3.83,47.27,0,20.48,0,2,6535,2188,428,2578,0,1341
2018,5,DL,Delta Air Lines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",471,80,25.84,6.14,32.32,0,15.69,1,7,5159,1466,695,1850,0,1148
2018,5,DL,Delta Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2124,318,106.78,14.9,139.8,0,56.52,1,3,16132,6059,1141,4218,0,4714
2018,5,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",2430,388,80.79,9.62,205.65,0.96,90.98,3,7,29797,5569,633,15549,26,8020
2018,5,DL,Delta Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",765,151,31.45,7.94,94.21,0,17.4,0,1,9320,2845,1293,4218,0,964
2018,5,DL,Delta Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",705,89,26.1,4.86,43.43,0,14.61,2,3,5291,1671,451,1988,0,1181
2018,5,DL,Delta Air Lines Inc.,LAS,"Las Vegas, NV: McCarran International",951,115,47.15,6.51,30.18,0,31.15,1,3,6594,2744,547,1097,0,2206
2018,5,DL,Delta Air Lines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",582,65,32.66,2.11,16.09,0,14.14,1,0,3540,2028,107,684,0,721
2018,5,DL,Delta Air Lines Inc.,MIA,"Miami, FL: Miami International",777,100,30.69,6.26,26.4,0,36.66,2,0,6212,1587,524,1186,0,2915
2018,5,DL,Delta Air Lines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",267,57,16.25,2.88,28.97,0,8.91,1,4,3073,944,204,1202,0,723
2018,6,DL,Delta Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2484,477,133.49,18.77,156.26,0.68,167.79,6,2,28206,9887,1554,5275,30,11460
2018,6,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20815,3077,860.95,106.28,993.74,2.72,1113.32,90,113,231391,79063,11683,59015,333,81297
2018,6,DL,Delta Air Lines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",518,79,31.09,8.4,23.85,0,15.66,2,5,5480,2200,899,1058,0,1323
2018,6,DL,Delta Air Lines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",593,102,37.8,8.62,30.76,0,24.82,0,1,5790,1776,1212,1504,0,1298
2018,6,DL,Delta Air Lines Inc.,DEN,"Denver, CO: Denver International",661,122,34.45,7.67,50.89,0,28.98,0,3,6707,1917,729,2119,0,1942
2018,6,DL,Delta Air Lines Inc.,LAS,"Las Vegas, NV: McCarran International",976,142,45.53,6.77,32.4,0,57.29,3,3,8304,2783,359,1131,0,4031
2018,6,DL,Delta Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",1042,202,51.48,9.92,67.47,0,73.13,4,1,11695,3341,777,3466,0,4111
2018,6,DL,Delta Air Lines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",357,71,23.76,9.55,23.88,0,13.8,1,0,5656,1639,1266,1860,0,891
2018,6,DL,Delta Air Lines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",614,100,36.21,8.83,32.5,0,22.46,1,1,4115,1566,563,1033,0,953
2018,6,DL,Delta Air Lines Inc.,MIA,"Miami, FL: Miami International",752,114,41.17,5.34,38.44,0,29.06,6,3,7487,2286,832,1770,0,2599
2018,6,DL,Delta Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",673,197,48.22,10.01,110.4,0,28.38,3,6,15603,2423,1468,9811,0,1901
2018,6,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",2481,512,105.31,19.94,278.96,0,107.79,3,3,34922,8297,1518,16714,0,8393
2018,7,DL,Delta Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",1141,283,54.3,7.63,122.81,0,98.25,3,3,14193,2957,256,5329,0,5651
2018,7,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",21589,2609,657.1,121.24,868.18,2.29,960.18,15,146,170274,61609,8049,42208,92,58316
2018,7,DL,Delta Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2660,643,127.85,18.71,311.05,1,184.4,4,7,36317,10202,1105,13253,33,11724
2018,7,DL,Delta Air Lines Inc.,MIA,"Miami, FL: Miami International",773,141,46.25,13.03,43.06,0,38.66,3,10,7413,1997,739,1812,0,2865
2018,7,DL,Delta Air Lines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",539,73,32.95,6.42,15.56,0,18.07,1,1,3628,1573,335,475,0,1245
2018,7,DL,Delta Air Lines Inc.,DEN,"Denver, CO: Denver International",698,120,39.82,4.45,43.2,0,32.53,0,2,6172,1883,239,1586,0,2464
2018,7,DL,Delta Air Lines Inc.,LAS,"Las Vegas, NV: McCarran International",1086,180,60.04,8.66,46.48,0,64.82,0,2,11430,4181,760,2115,0,4374
2018,7,DL,Delta Air Lines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",642,114,49.79,8.25,32.58,0,23.38,0,0,5924,3061,589,1229,0,1045
2018,7,DL,Delta Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",680,142,40.87,6.16,68.98,0,25.99,1,0,8004,2704,458,3443,0,1399
2018,7,DL,Delta Air Lines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",597,87,36.17,5.13,23.52,0,22.19,0,0,5598,2589,280,1030,0,1699
2018,7,DL,Delta Air Lines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",343,44,21.19,2.06,11.64,0,9.11,1,0,2542,1184,106,637,0,615
2018,7,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",2571,491,108.46,19.48,246.46,1,115.6,3,2,35209,10583,1202,14899,39,8486
2018,8,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",21648,2679,725.6,118.05,869.78,0,965.57,17,92,179390,66784,8846,44096,0,59664
2018,8,DL,Delta Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",1135,222,58.97,9.64,87.24,0,66.15,2,1,11314,4076,531,3035,0,3672
2018,8,DL,Delta Air Lines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",526,73,32.73,7.39,14.22,0,18.67,0,0,3695,1453,362,618,0,1262
2018,8,DL,Delta Air Lines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",347,56,19.1,6.44,18,0,12.45,0,1,2774,760,339,924,0,751
2018,8,DL,Delta Air Lines Inc.,MIA,"Miami, FL: Miami International",771,132,48.2,7.61,46.03,0,30.16,1,1,6397,2459,366,2011,0,1561
2018,8,DL,Delta Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2721,544,124.32,14.42,239.66,0.43,165.18,3,1,27579,8481,921,8632,38,9507
2018,8,DL,Delta Air Lines Inc.,LAS,"Las Vegas, NV: McCarran International",1088,163,56.03,8.77,48.7,0,49.5,1,7,9117,3135,501,2355,0,3126
2018,8,DL,Delta Air Lines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",590,70,26.08,4.65,18.83,0,20.45,0,2,3884,1539,304,890,0,1151
2018,8,DL,Delta Air Lines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",637,87,43.93,3.62,19.72,0,19.73,0,6,4488,2358,211,671,0,1248
2018,8,DL,Delta Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",674,113,23.13,5.38,53.95,0,30.53,0,2,7498,1173,300,4259,0,1766
2018,8,DL,Delta Air Lines Inc.,DEN,"Denver, CO: Denver International",701,116,47.43,5.75,38.59,0,24.23,0,5,6806,3235,289,1444,0,1838
2018,8,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",2629,468,119.74,20.81,209.06,1,117.38,2,5,31808,9792,1204,11528,21,9263
2017,1,AA,American Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",1139,233,68.65,11.21,78.74,0,74.4,74,13,15754,3957,1575,3431,0,6791
2017,1,AA,American Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2595,452,132.37,74.77,121.66,0.04,123.16,62,3,25283,7552,4600,4232,4,8895
2017,1,AA,American Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",13135,2185,505.52,133.75,546.43,0.27,999.02,295,17,137289,49667,10471,18417,15,58719
2017,1,AA,American Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",879,228,68.54,22.44,81.68,0,55.34,25,3,12140,3837,1596,3112,0,3595
2017,1,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",413,69,35.11,0,4.18,0,29.72,13,0,2810,1357,0,115,0,1338
2017,1,AA,American Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",866,212,80.48,15.11,62.64,0,53.78,20,1,9871,3340,1163,1839,0,3529
2017,1,AA,American Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",4019,1015,190.55,26.84,415.33,0,382.28,348,7,72111,14029,2537,23364,0,32181
2017,1,AA,American Airlines Inc.,MIA,"Miami, FL: Miami International",4360,848,211.46,88.1,279.48,1,267.96,104,4,48027,13942,7183,9578,18,17306
2017,1,AA,American Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",510,126,47.23,16.78,19.31,0,42.68,16,0,7481,2521,944,701,0,3315
2017,1,AA,American Airlines Inc.,DEN,"Denver, CO: Denver International",399,128,53.67,4.62,27.6,0,42.11,5,0,6166,2617,290,940,0,2319
2017,1,AA,American Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",364,74,34.77,3.58,14.94,0,20.71,10,0,3130,1496,100,438,0,1096
2017,1,AA,American Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",178,31,18.34,0,2.46,0,10.2,7,1,1645,934,0,95,0,616
2017,2,AA,American Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",1049,212,55.3,9.61,75.46,0,71.64,59,14,15830,3752,521,5378,0,6179
2017,2,AA,American Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2385,580,147.9,37.32,240.05,0,154.73,48,3,34250,11712,2360,8729,0,11449
2017,2,AA,American Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",11898,2159,450.28,93.54,620.62,0.13,994.44,697,11,140028,38452,7420,25410,14,68732
2017,2,AA,American Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",788,320,61.09,13.59,188.03,0,57.28,34,1,23470,3326,929,14740,0,4475
